sample_id,split,total_calories,total_protein,total_carb,total_fat,image_path
957,train,359.240814,14.592025,28.019247,21.782129,data/processed/food-nutrients/images/000957.jpg
958,train,53.129997,1.38,11.73,0.069,data/processed/food-nutrients/images/000958.jpg
959,train,92.725296,2.126438,12.959577,3.845912,data/processed/food-nutrients/images/000959.jpg
960,train,276.665314,14.706437,13.435576,18.125912,data/processed/food-nutrients/images/000960.jpg
961,test,322.835297,15.273438,24.775576,18.368912,data/processed/food-nutrients/images/000961.jpg
962,val,663.989319,34.38044,28.933577,45.395912,data/processed/food-nutrients/images/000962.jpg
963,train,937.789368,52.88044,31.893578,65.745911,data/processed/food-nutrients/images/000963.jpg
964,train,87.761002,14.900001,5.364,0.596,data/processed/food-nutrients/images/000964.jpg
965,train,23.1,0.462,5.852,0.154,data/processed/food-nutrients/images/000965.jpg
966,val,15.3,0.306,3.876,0.102,data/processed/food-nutrients/images/000966.jpg
967,train,52.919998,0.768,13.115999,0.3,data/processed/food-nutrients/images/000967.jpg
968,train,91.68,1.278,22.296,0.3,data/processed/food-nutrients/images/000968.jpg
969,train,165.738342,20.611412,6.327587,18.348402,data/processed/food-nutrients/images/000969.jpg
970,train,196.53833,22.851414,9.337587,19.818401,data/processed/food-nutrients/images/000970.jpg
971,train,238.814514,23.615503,17.820642,20.835882,data/processed/food-nutrients/images/000971.jpg
972,train,384.044525,25.778503,36.360641,27.839884,data/processed/food-nutrients/images/000972.jpg
973,train,95.052574,1.847884,3.100251,9.032269,data/processed/food-nutrients/images/000973.jpg
974,train,110.802574,2.981884,6.250251,9.221268,data/processed/food-nutrients/images/000974.jpg
975,train,465.58374,63.606739,13.392922,16.740324,data/processed/food-nutrients/images/000975.jpg
976,train,509.826233,64.406372,22.27054,17.805128,data/processed/food-nutrients/images/000976.jpg
977,train,33.880001,2.464,3.311,1.617,data/processed/food-nutrients/images/000977.jpg
978,test,66.18,3.129,9.771001,2.282,data/processed/food-nutrients/images/000978.jpg
979,train,83.43,3.249,10.716001,3.887,data/processed/food-nutrients/images/000979.jpg
980,train,87.869995,3.353,11.636001,3.923,data/processed/food-nutrients/images/000980.jpg
981,train,254.657333,24.094866,18.003635,22.387531,data/processed/food-nutrients/images/000981.jpg
982,train,485.570892,63.553284,22.652529,27.281401,data/processed/food-nutrients/images/000982.jpg
983,train,560.300903,64.666275,32.192524,30.885406,data/processed/food-nutrients/images/000983.jpg
984,val,121.259995,1.806,15.48,5.848001,data/processed/food-nutrients/images/000984.jpg
985,train,140.009995,3.156,19.23,6.073,data/processed/food-nutrients/images/000985.jpg
986,test,219.529907,16.744329,20.830944,7.758307,data/processed/food-nutrients/images/000986.jpg
987,val,257.924927,17.404505,27.355255,8.887804,data/processed/food-nutrients/images/000987.jpg
988,train,37.869999,2.59,0.098,2.94,data/processed/food-nutrients/images/000988.jpg
989,val,72.639999,3.017,8.638,3.123,data/processed/food-nutrients/images/000989.jpg
990,val,108.628998,3.481,17.164,3.181,data/processed/food-nutrients/images/000990.jpg
991,train,292.229004,9.818601,44.568001,8.621,data/processed/food-nutrients/images/000991.jpg
992,train,71.268997,12.1,4.356,0.484,data/processed/food-nutrients/images/000992.jpg
993,train,78.925995,13.400001,4.824,0.536,data/processed/food-nutrients/images/000993.jpg
994,train,111.198997,12.947001,14.035999,0.847,data/processed/food-nutrients/images/000994.jpg
995,test,287.171997,12.096001,36.18,10.151999,data/processed/food-nutrients/images/000995.jpg
996,train,298.022003,12.840001,38.349998,10.275999,data/processed/food-nutrients/images/000996.jpg
997,train,357.152008,19.320002,39.889,14.164,data/processed/food-nutrients/images/000997.jpg
998,test,379.652008,20.939999,44.389,14.433999,data/processed/food-nutrients/images/000998.jpg
999,train,404.963837,22.861877,46.987759,15.423538,data/processed/food-nutrients/images/000999.jpg
1000,train,455.506744,23.491779,50.673687,19.443832,data/processed/food-nutrients/images/001000.jpg
1001,train,485.038239,23.906652,52.308964,21.99024,data/processed/food-nutrients/images/001001.jpg
1002,train,493.720886,24.172991,53.315128,22.37495,data/processed/food-nutrients/images/001002.jpg
1003,train,98.420006,4.07,12.21,3.589,data/processed/food-nutrients/images/001003.jpg
1004,train,111.020004,4.934,14.73,3.733,data/processed/food-nutrients/images/001004.jpg
1005,train,108.403069,10.820528,1.962151,6.012894,data/processed/food-nutrients/images/001005.jpg
1006,train,220.901733,12.222573,10.166318,14.96129,data/processed/food-nutrients/images/001006.jpg
1007,test,196.840012,8.14,24.42,7.178,data/processed/food-nutrients/images/001007.jpg
1008,val,298.019379,9.947558,28.491785,16.460997,data/processed/food-nutrients/images/001008.jpg
1009,train,332.749847,11.012909,32.516449,17.999836,data/processed/food-nutrients/images/001009.jpg
1010,train,723.409973,50.007645,39.587593,39.668941,data/processed/food-nutrients/images/001010.jpg
1011,train,479.399994,20.4,54.399998,20.4,data/processed/food-nutrients/images/001011.jpg
1012,train,70.825645,1.983562,7.729096,3.925041,data/processed/food-nutrients/images/001012.jpg
1013,test,102.825645,4.287562,14.129096,4.309042,data/processed/food-nutrients/images/001013.jpg
1014,train,314.865662,11.727562,61.249092,5.115041,data/processed/food-nutrients/images/001014.jpg
1015,val,346.339966,17.095364,61.690983,5.898491,data/processed/food-nutrients/images/001015.jpg
1016,train,432.244263,25.670122,63.245892,10.663426,data/processed/food-nutrients/images/001016.jpg
1017,train,13.5,0.972,2.7,0.162,data/processed/food-nutrients/images/001017.jpg
1018,train,25.655659,1.344873,4.108631,0.700594,data/processed/food-nutrients/images/001018.jpg
1019,train,256.89563,11.184874,30.348633,10.540594,data/processed/food-nutrients/images/001019.jpg
1020,train,428.704285,28.334389,33.458454,20.070465,data/processed/food-nutrients/images/001020.jpg
1021,train,512.111267,42.559067,34.629459,22.146605,data/processed/food-nutrients/images/001021.jpg
1022,test,35.926495,2.727821,3.688562,1.404505,data/processed/food-nutrients/images/001022.jpg
1023,val,47.213894,3.07406,4.996577,1.904628,data/processed/food-nutrients/images/001023.jpg
1024,train,118.031128,15.151614,5.990827,3.66739,data/processed/food-nutrients/images/001024.jpg
1025,train,365.517456,39.855083,10.470455,17.394941,data/processed/food-nutrients/images/001025.jpg
1026,train,8.853207,0.247945,0.966137,0.49063,data/processed/food-nutrients/images/001026.jpg
1027,train,101.702484,16.082962,2.26971,2.801806,data/processed/food-nutrients/images/001027.jpg
1028,test,111.832207,16.39369,3.44357,3.250635,data/processed/food-nutrients/images/001028.jpg
1029,train,136.532196,16.906691,8.76357,3.307635,data/processed/food-nutrients/images/001029.jpg
1030,train,41.040001,0.504,10.08,0.216,data/processed/food-nutrients/images/001030.jpg
1031,train,100.550003,4.574,10.234,4.836,data/processed/food-nutrients/images/001031.jpg
1032,val,177.492004,5.566,28.462002,4.96,data/processed/food-nutrients/images/001032.jpg
1033,train,379.992004,12.556001,58.687004,10.96,data/processed/food-nutrients/images/001033.jpg
1034,train,324.52002,13.42,40.260002,11.834001,data/processed/food-nutrients/images/001034.jpg
1035,train,364.529053,16.457802,44.367718,13.398108,data/processed/food-nutrients/images/001035.jpg
1036,train,389.264343,17.193094,48.705952,14.28046,data/processed/food-nutrients/images/001036.jpg
1037,train,668.084106,43.585083,53.686604,30.156406,data/processed/food-nutrients/images/001037.jpg
1038,train,47.939999,0.714,6.12,2.312,data/processed/food-nutrients/images/001038.jpg
1039,test,168.964127,20.427921,7.567453,5.855534,data/processed/food-nutrients/images/001039.jpg
1040,train,213.164108,21.345922,17.087454,5.957534,data/processed/food-nutrients/images/001040.jpg
1041,val,224.931168,21.53792,17.505606,7.066031,data/processed/food-nutrients/images/001041.jpg
1042,test,41.293011,0.746322,8.285774,0.993819,data/processed/food-nutrients/images/001042.jpg
1043,train,246.868225,34.232979,10.744461,7.012973,data/processed/food-nutrients/images/001043.jpg
1044,train,402.50766,37.306126,13.32338,22.432436,data/processed/food-nutrients/images/001044.jpg
1045,train,191.699997,6.6172,28.613001,5.68,data/processed/food-nutrients/images/001045.jpg
1046,test,268.459991,7.6272,46.792999,5.68,data/processed/food-nutrients/images/001046.jpg
1047,train,352.820007,8.6632,67.513,6.124001,data/processed/food-nutrients/images/001047.jpg
1048,train,153.919998,10.400001,1.664,11.44,data/processed/food-nutrients/images/001048.jpg
1049,train,171.069992,11.576,5.094,11.636,data/processed/food-nutrients/images/001049.jpg
1050,val,192.519989,12.031,10.294001,11.830999,data/processed/food-nutrients/images/001050.jpg
1051,test,249.519989,12.781,23.794003,11.830999,data/processed/food-nutrients/images/001051.jpg
1052,train,75.243256,1.078271,6.022747,5.829186,data/processed/food-nutrients/images/001052.jpg
1053,train,145.313232,4.312272,20.729744,6.214187,data/processed/food-nutrients/images/001053.jpg
1054,train,171.213257,6.088271,25.909744,6.510186,data/processed/food-nutrients/images/001054.jpg
1055,train,482.983063,45.270073,30.18502,20.768675,data/processed/food-nutrients/images/001055.jpg
1056,test,55.025124,2.992605,7.088692,2.003546,data/processed/food-nutrients/images/001056.jpg
1057,train,3943.325195,83.749603,844.568604,10.976549,data/processed/food-nutrients/images/001057.jpg
1058,test,326.338562,41.01273,4.475055,14.924776,data/processed/food-nutrients/images/001058.jpg
1059,train,37.84,2.752,3.698,1.806,data/processed/food-nutrients/images/001059.jpg
1060,train,42.389999,3.064,4.608,1.858,data/processed/food-nutrients/images/001060.jpg
1061,train,96.990005,5.584,16.068001,2.158,data/processed/food-nutrients/images/001061.jpg
1062,train,233.935638,22.794699,17.945927,8.421075,data/processed/food-nutrients/images/001062.jpg
1063,train,348.272644,27.610699,32.350925,12.463076,data/processed/food-nutrients/images/001063.jpg
1064,train,124.670006,5.754,26.167,0.685,data/processed/food-nutrients/images/001064.jpg
1065,val,102.789993,7.03,0.266,7.98,data/processed/food-nutrients/images/001065.jpg
1066,train,290.75,19.73,2.298,21.950001,data/processed/food-nutrients/images/001066.jpg
1067,train,317.779999,20.341999,8.418,22.307001,data/processed/food-nutrients/images/001067.jpg
1068,train,338.179993,20.822001,13.217999,22.427,data/processed/food-nutrients/images/001068.jpg
1069,train,109.018997,4.592,13.735001,3.854,data/processed/food-nutrients/images/001069.jpg
1070,train,141.018997,4.912,22.055,3.918,data/processed/food-nutrients/images/001070.jpg
1071,train,145.30899,5.407,22.781,3.984,data/processed/food-nutrients/images/001071.jpg
1072,train,162.078995,6.733,26.291,4.101,data/processed/food-nutrients/images/001072.jpg
1073,train,194.199005,10.253,27.127001,6.213,data/processed/food-nutrients/images/001073.jpg
1074,train,323.673248,25.286839,30.939053,11.623275,data/processed/food-nutrients/images/001074.jpg
1075,train,468.412384,36.67416,39.183205,18.522783,data/processed/food-nutrients/images/001075.jpg
1076,train,538.466736,37.730045,44.77372,23.648355,data/processed/food-nutrients/images/001076.jpg
1077,train,46.464848,3.046765,8.06945,1.164307,data/processed/food-nutrients/images/001077.jpg
1078,train,93.914848,8.246765,9.30445,4.284307,data/processed/food-nutrients/images/001078.jpg
1079,train,265.507263,28.171125,14.35657,11.454553,data/processed/food-nutrients/images/001079.jpg
1080,train,399.430664,31.093739,26.884327,20.405451,data/processed/food-nutrients/images/001080.jpg
1081,test,42.458584,3.223788,4.35921,1.65987,data/processed/food-nutrients/images/001081.jpg
1082,val,186.683746,6.371217,17.850639,11.299298,data/processed/food-nutrients/images/001082.jpg
1083,train,226.000137,8.949248,24.678637,12.284481,data/processed/food-nutrients/images/001083.jpg
1084,train,508.347748,41.733879,32.991673,24.082794,data/processed/food-nutrients/images/001084.jpg
1085,train,101.142975,7.957409,5.760973,4.821342,data/processed/food-nutrients/images/001085.jpg
1086,train,182.259399,17.376198,8.149249,8.210912,data/processed/food-nutrients/images/001086.jpg
1087,train,256.359406,18.915199,24.109251,8.381912,data/processed/food-nutrients/images/001087.jpg
1088,train,307.868378,20.03928,28.927616,11.824565,data/processed/food-nutrients/images/001088.jpg
1089,val,47.093922,1.027732,4.405365,3.147569,data/processed/food-nutrients/images/001089.jpg
1090,train,121.193924,2.566732,20.365366,3.318568,data/processed/food-nutrients/images/001090.jpg
1091,train,24.300001,0.486,6.156,0.162,data/processed/food-nutrients/images/001091.jpg
1092,val,58.5,0.906,14.556,0.342,data/processed/food-nutrients/images/001092.jpg
1093,train,118.540001,1.696,28.776001,0.342,data/processed/food-nutrients/images/001093.jpg
1094,train,19.698,0.402,5.025,0.067,data/processed/food-nutrients/images/001094.jpg
1095,train,232.5,9.393001,45.57,1.395,data/processed/food-nutrients/images/001095.jpg
1096,train,300.100006,9.783001,63.77,1.655,data/processed/food-nutrients/images/001096.jpg
1097,train,42.371025,0.820393,2.258935,3.643008,data/processed/food-nutrients/images/001097.jpg
1098,train,177.980042,6.532393,19.343935,8.437008,data/processed/food-nutrients/images/001098.jpg
1099,test,185.180023,7.060393,20.639935,8.629007,data/processed/food-nutrients/images/001099.jpg
1100,train,361.765411,22.204132,23.611561,19.948797,data/processed/food-nutrients/images/001100.jpg
1101,train,370.755463,22.726137,25.641567,19.9778,data/processed/food-nutrients/images/001101.jpg
1102,train,119.654999,5.04,15.075001,4.23,data/processed/food-nutrients/images/001102.jpg
1103,train,128.098618,5.454762,16.327492,4.566122,data/processed/food-nutrients/images/001103.jpg
1104,train,281.281128,18.591501,18.905287,14.385699,data/processed/food-nutrients/images/001104.jpg
1105,train,175.746002,9.843,2.142,13.923,data/processed/food-nutrients/images/001105.jpg
1106,train,187.296005,10.635,4.452,14.055,data/processed/food-nutrients/images/001106.jpg
1107,train,208.746002,11.09,9.651999,14.25,data/processed/food-nutrients/images/001107.jpg
1108,train,395.225983,23.690001,11.667999,28.110001,data/processed/food-nutrients/images/001108.jpg
1109,train,42.75,0.525,10.5,0.225,data/processed/food-nutrients/images/001109.jpg
1110,train,126.004929,0.9586,12.171466,8.808466,data/processed/food-nutrients/images/001110.jpg
1111,train,149.804916,2.5906,16.931465,9.080466,data/processed/food-nutrients/images/001111.jpg
1112,train,354.044922,16.3906,19.139467,24.260466,data/processed/food-nutrients/images/001112.jpg
1113,train,500.114899,26.380598,19.517466,35.600468,data/processed/food-nutrients/images/001113.jpg
1114,val,31.800001,0.636,8.056,0.212,data/processed/food-nutrients/images/001114.jpg
1115,train,84.239998,1.28,20.936001,0.488,data/processed/food-nutrients/images/001115.jpg
1116,train,172.480011,19.360001,5.984,7.568,data/processed/food-nutrients/images/001116.jpg
1117,test,234.040009,20.116001,21.104,7.892,data/processed/food-nutrients/images/001117.jpg
1118,train,271.540009,20.491001,30.854,7.967,data/processed/food-nutrients/images/001118.jpg
1119,val,17.15,1.176,3.43,0.196,data/processed/food-nutrients/images/001119.jpg
1120,train,188.830002,12.776,5.286,12.956,data/processed/food-nutrients/images/001120.jpg
1121,train,280.799988,19.066,5.524,20.096001,data/processed/food-nutrients/images/001121.jpg
1122,train,366.069214,32.327785,6.257735,23.856789,data/processed/food-nutrients/images/001122.jpg
